,ZoneCode,ZoneName,RegeionCode,RegeionName,ProductCategoryName,BusinessNature,Budget,Sales
0,Z37,Brahmanbaria,R151,Brahmanbaria - B,ALCET,G,"170,800","175,598"
1,Z37,Brahmanbaria,R151,Brahmanbaria - B,GEMICIN,G,0,0
2,Z37,Brahmanbaria,R151,Brahmanbaria - B,RENOVIT,G,"25,007","20,240"
3,Z37,Brahmanbaria,R151,Brahmanbaria - B,ROXETIL,G,"1,567",0
4,Z37,Brahmanbaria,R151,Brahmanbaria - B,STENER,G,"8,433","7,309"
5,Z37,Brahmanbaria,R151,Brahmanbaria - B,VECTRA,G,"4,760","3,786"
6,Z37,Brahmanbaria,R153,MADHOBPUR,ATHENA,G,0,172
7,Z37,Brahmanbaria,R153,MADHOBPUR,CLACIDO,G,"67,568","60,710"
8,Z37,Brahmanbaria,R153,MADHOBPUR,EMISTAT,G,"173,146","146,182"
9,Z37,Brahmanbaria,R153,MADHOBPUR,FUROTIL PLUS,G,"163,916","137,824"
10,Z37,Brahmanbaria,R153,MADHOBPUR,LEXOPIL,G,"1,124","1,499"
11,Z37,Brahmanbaria,R153,MADHOBPUR,MAXNOR,G,0,0
12,Z37,Brahmanbaria,R153,MADHOBPUR,REEF-D,G,"47,976","51,649"
13,Z37,Brahmanbaria,R153,MADHOBPUR,SLIMFAST,G,"17,271","19,430"
14,Z37,Brahmanbaria,R153,MADHOBPUR,SYNDOL PLUS,G,0,180
15,Z37,Brahmanbaria,R153,MADHOBPUR,TREXAM,G,"4,498","8,996"
16,Z37,Brahmanbaria,R155,Brahmanbaria - C,CEVION,G,0,121
17,Z37,Brahmanbaria,R155,Brahmanbaria - C,CLEOCIN,G,"1,343",336
18,Z37,Brahmanbaria,R155,Brahmanbaria - C,CLONATRIL,G,"34,723",0
19,Z37,Brahmanbaria,R155,Brahmanbaria - C,DENTRO,G,900,"1,799"
20,Z37,Brahmanbaria,R155,Brahmanbaria - C,DENVAR,G,"225,929","198,024"
21,Z37,Brahmanbaria,R155,Brahmanbaria - C,FUROTIL PLUS,G,"153,724","150,989"
22,Z37,Brahmanbaria,R155,Brahmanbaria - C,NEOPENEM,G,"19,340","70,840"
23,Z37,Brahmanbaria,R155,Brahmanbaria - C,NFT-100,G,"5,397","9,895"
24,Z37,Brahmanbaria,R155,Brahmanbaria - C,RESQUIN,G,"1,079",0
25,Z37,Brahmanbaria,R155,Brahmanbaria - C,SANTE,G,"6,297","6,634"
26,Z37,Brahmanbaria,R155,Brahmanbaria - C,SKILOX,G,"24,604","28,955"
27,Z37,Brahmanbaria,R155,Brahmanbaria - C,SOLIVO,G,"37,331","34,205"
28,Z37,Brahmanbaria,R155,Brahmanbaria - C,VIFAS,G,"65,579","17,226"
29,Z37,Brahmanbaria,R155,Brahmanbaria - C,ZILAS,G,"13,156","10,795"
30,Z37,Brahmanbaria,R307,Brahmanbaria - A,AERON,G,"68,966","76,537"
31,Z37,Brahmanbaria,R307,Brahmanbaria - A,ANGENTA,G,"97,076","98,200"
32,Z37,Brahmanbaria,R307,Brahmanbaria - A,D-VINE,G,"6,379","8,527"
33,Z37,Brahmanbaria,R307,Brahmanbaria - A,IBIDA,G,"5,622","4,123"
34,Z37,Brahmanbaria,R307,Brahmanbaria - A,MENSIL N,G,"18,890","17,631"
35,Z37,Brahmanbaria,R307,Brahmanbaria - A,NOVEA,G,"2,024","2,564"
36,Z37,Brahmanbaria,R307,Brahmanbaria - A,OPAL,G,"23,988","20,240"
37,Z37,Brahmanbaria,R307,Brahmanbaria - A,ROZITH,G,"70,359","68,988"
38,Z37,Brahmanbaria,R307,Brahmanbaria - A,SYNDOL,G,0,191
39,Z37,Brahmanbaria,R307,Brahmanbaria - A,VASPINE,G,0,"3,838"
40,Z37,Brahmanbaria,R307,Brahmanbaria - A,YULIPRIS,G,0,948
41,Z37,Brahmanbaria,R307,Brahmanbaria - A,ZEROPAIN,G,"18,441","18,891"
42,Z37,Brahmanbaria,R321,NABINAGAR,ABICON,G,"13,493","8,658"
43,Z37,Brahmanbaria,R321,NABINAGAR,ANGENTA,G,"145,801","142,053"
44,Z37,Brahmanbaria,R321,NABINAGAR,BROMOXOL,G,"1,428",667
45,Z37,Brahmanbaria,R321,NABINAGAR,CAFEDON,G,"3,748",0
46,Z37,Brahmanbaria,R321,NABINAGAR,IBIDA,G,0,375
47,Z37,Brahmanbaria,R321,NABINAGAR,MENSIL N,G,"21,724","17,316"
48,Z37,Brahmanbaria,R321,NABINAGAR,OPAL,G,"47,226","42,728"
49,Z37,Brahmanbaria,R321,NABINAGAR,VASPINE,G,0,"12,954"
50,Z37,Brahmanbaria,R321,NABINAGAR,VISET,G,"111,357","94,123"
51,Z37,Brahmanbaria,R321,NABINAGAR,ZEROPAIN,G,"32,714","19,745"
52,Z37,Brahmanbaria,R321,NABINAGAR,ZYDUS,G,"9,655","5,457"
53,Z37,Brahmanbaria,R324,KOSBA,CEVION,G,0,0
54,Z37,Brahmanbaria,R324,KOSBA,DANILO,G,"15,607","15,562"
55,Z37,Brahmanbaria,R324,KOSBA,DENTRO,G,"2,474",900
56,Z37,Brahmanbaria,R324,KOSBA,DENVAR,G,"562,503","627,615"
57,Z37,Brahmanbaria,R324,KOSBA,FOSFOGEN,G,"2,886","6,822"
58,Z37,Brahmanbaria,R324,KOSBA,FUROTIL PLUS,G,"194,330","144,032"
59,Z37,Brahmanbaria,R324,KOSBA,MAXNOR,G,0,0
60,Z37,Brahmanbaria,R324,KOSBA,NEOPENEM,G,"8,433","14,730"
61,Z37,Brahmanbaria,R324,KOSBA,NFT-100,G,"4,048","4,348"
62,Z37,Brahmanbaria,R324,KOSBA,OXOFYLINE,G,"4,498","4,498"
63,Z37,Brahmanbaria,R324,KOSBA,RESQUIN,G,0,"1,349"
64,Z37,Brahmanbaria,R324,KOSBA,ROZITH,G,"134,100","118,381"
65,Z37,Brahmanbaria,R324,KOSBA,SANTE,G,"18,328","11,244"
66,Z37,Brahmanbaria,R324,KOSBA,SKILOX,G,"20,540","28,916"
67,Z37,Brahmanbaria,R324,KOSBA,VIFAS,G,"33,103","16,278"
68,Z37,Brahmanbaria,R324,KOSBA,ZILAS,G,"14,843","13,156"
69,Z37,Brahmanbaria,R324,KOSBA,ZOPIME,G,0,0
70,Z37,Brahmanbaria,R370,SARAIL,RESQUIN,G,810,0
71,Z37,Brahmanbaria,R370,SARAIL,ROSELA,G,"2,114","2,969"
72,Z37,Brahmanbaria,R370,SARAIL,ROZITH,G,"125,067","71,402"
73,Z37,Brahmanbaria,R370,SARAIL,VIFAS,G,"28,066","15,589"
74,Z37,Brahmanbaria,R370,SARAIL,ZILAS,G,"9,783","8,433"
75,Z37,Brahmanbaria,R541,AKHAURA,ACTILAC,G,"1,780","2,343"
76,Z37,Brahmanbaria,R541,AKHAURA,ALINIX,G,"9,101","11,695"
77,Z37,Brahmanbaria,R541,AKHAURA,BONDROVA,G,"17,631","16,162"
78,Z37,Brahmanbaria,R541,AKHAURA,FERISEN,G,"42,736","33,156"
79,Z37,Brahmanbaria,R541,AKHAURA,HYALGUN,G,0,0
80,Z37,Brahmanbaria,R541,AKHAURA,POGO,G,"52,247","52,097"
81,Z37,Brahmanbaria,R541,AKHAURA,ROCEF,G,"6,829","4,243"
82,Z37,Brahmanbaria,R541,AKHAURA,SYNFLEX,G,0,0
83,Z37,Brahmanbaria,R541,AKHAURA,VORIFAST,G,"44,678","37,107"
84,Z37,Brahmanbaria,R560,VIS-B.Baria,AVIRAX,V,210,0
85,Z37,Brahmanbaria,R560,VIS-B.Baria,BETMIRA ER,V,"8,433","8,733"
86,Z37,Brahmanbaria,R560,VIS-B.Baria,NEURAL TAB,V,"8,028","9,558"
87,Z37,Brahmanbaria,R560,VIS-B.Baria,POTACIT,V,"54,275","71,517"
88,Z37,Brahmanbaria,R560,VIS-B.Baria,REGLER,G,"101,769","73,320"
89,Z37,Brahmanbaria,R560,VIS-B.Baria,RESIDON,V,"21,072","17,234"
90,Z37,Brahmanbaria,R151,Brahmanbaria - B,ALINIX,G,"12,490","9,004"
91,Z37,Brahmanbaria,R151,Brahmanbaria - B,AVANZA,G,"12,639","6,927"
92,Z37,Brahmanbaria,R151,Brahmanbaria - B,MAXNOR,G,0,0
93,Z37,Brahmanbaria,R151,Brahmanbaria - B,NIRVANA,G,0,0
94,Z37,Brahmanbaria,R151,Brahmanbaria - B,POGO,G,"45,801","32,008"
95,Z37,Brahmanbaria,R151,Brahmanbaria - B,PREGEL,G,0,0
96,Z37,Brahmanbaria,R151,Brahmanbaria - B,SLIMFAST,G,"32,384","48,576"
97,Z37,Brahmanbaria,R151,Brahmanbaria - B,VISET,G,"81,237","61,709"
98,Z37,Brahmanbaria,R153,MADHOBPUR,AERON,G,"127,811","117,692"
99,Z37,Brahmanbaria,R153,MADHOBPUR,BONTIV,G,"8,815","8,060"
100,Z37,Brahmanbaria,R153,MADHOBPUR,FERISEN,G,"106,206","97,421"
101,Z37,Brahmanbaria,R153,MADHOBPUR,FUROTIL,G,"91,072","82,785"
102,Z37,Brahmanbaria,R153,MADHOBPUR,LYRIC,G,"55,382","46,252"
103,Z37,Brahmanbaria,R153,MADHOBPUR,MYOREL,G,"3,531","1,895"
104,Z37,Brahmanbaria,R153,MADHOBPUR,RENOVIT,G,"47,946","41,095"
105,Z37,Brahmanbaria,R153,MADHOBPUR,ROCAL,G,"77,999","71,230"
106,Z37,Brahmanbaria,R153,MADHOBPUR,ROCIPRO,G,"6,612","2,519"
107,Z37,Brahmanbaria,R153,MADHOBPUR,SANGRIL,G,"6,702","10,345"
108,Z37,Brahmanbaria,R153,MADHOBPUR,VECTRA,G,"14,243","14,580"
109,Z37,Brahmanbaria,R155,Brahmanbaria - C,AERON,G,"64,318","78,861"
110,Z37,Brahmanbaria,R155,Brahmanbaria - C,ANGENTA,G,"97,451","110,944"
111,Z37,Brahmanbaria,R155,Brahmanbaria - C,AROXOL,G,"1,765","1,687"
112,Z37,Brahmanbaria,R155,Brahmanbaria - C,IBIDA,G,"4,123","2,999"
113,Z37,Brahmanbaria,R155,Brahmanbaria - C,MENSIL N,G,"17,631","11,019"
114,Z37,Brahmanbaria,R155,Brahmanbaria - C,ROZITH,G,"76,922","63,279"
115,Z37,Brahmanbaria,R155,Brahmanbaria - C,SERGEL,G,"2,620,863","2,711,657"
116,Z37,Brahmanbaria,R155,Brahmanbaria - C,TICOPLAN,G,0,0
117,Z37,Brahmanbaria,R307,Brahmanbaria - A,ALINIX,G,"10,065","11,489"
118,Z37,Brahmanbaria,R307,Brahmanbaria - A,DENTRO,G,"2,249",450
119,Z37,Brahmanbaria,R307,Brahmanbaria - A,FELURIC,G,"1,079","1,619"
120,Z37,Brahmanbaria,R307,Brahmanbaria - A,FUROTIL PLUS,G,"147,472","169,547"
121,Z37,Brahmanbaria,R307,Brahmanbaria - A,POGO,G,"49,174","43,027"
122,Z37,Brahmanbaria,R307,Brahmanbaria - A,RESQUIN,G,0,0
123,Z37,Brahmanbaria,R307,Brahmanbaria - A,SKILOX,G,"21,702","32,613"
124,Z37,Brahmanbaria,R307,Brahmanbaria - A,VIFAS,G,"14,231","9,374"
125,Z37,Brahmanbaria,R307,Brahmanbaria - A,ZILAS,G,"9,783","4,723"
126,Z37,Brahmanbaria,R321,NABINAGAR,ACTILAC,G,"4,591","2,530"
127,Z37,Brahmanbaria,R321,NABINAGAR,ALINIX,G,"5,956","6,151"
128,Z37,Brahmanbaria,R321,NABINAGAR,DENTRO,G,"2,924","1,349"
129,Z37,Brahmanbaria,R321,NABINAGAR,FELURIC,G,810,"1,349"
130,Z37,Brahmanbaria,R321,NABINAGAR,PALZEN,G,0,"1,124"
131,Z37,Brahmanbaria,R321,NABINAGAR,POGO,G,"84,105","66,564"
132,Z37,Brahmanbaria,R321,NABINAGAR,RESQUIN,G,0,0
133,Z37,Brahmanbaria,R321,NABINAGAR,ROZITH,G,"167,341","131,131"
134,Z37,Brahmanbaria,R321,NABINAGAR,SKILOX,G,"9,628","16,517"
135,Z37,Brahmanbaria,R321,NABINAGAR,SYNFLEX,G,"4,205","4,396"
136,Z37,Brahmanbaria,R321,NABINAGAR,VIFAS,G,"39,685","34,131"
137,Z37,Brahmanbaria,R321,NABINAGAR,ZILAS,G,"15,180","15,855"
138,Z37,Brahmanbaria,R324,KOSBA,ABICON,G,"14,617","7,983"
139,Z37,Brahmanbaria,R324,KOSBA,AERON,G,"179,611","155,248"
140,Z37,Brahmanbaria,R324,KOSBA,ANGENTA,G,"179,909","170,539"
141,Z37,Brahmanbaria,R324,KOSBA,CLEOCIN,G,0,336
142,Z37,Brahmanbaria,R324,KOSBA,IBIDA,G,0,"2,999"
143,Z37,Brahmanbaria,R324,KOSBA,MENSIL N,G,"27,076","22,983"
144,Z37,Brahmanbaria,R324,KOSBA,SOLIVO,G,"50,172","65,554"
145,Z37,Brahmanbaria,R324,KOSBA,ZYDUS,G,"12,594","14,693"
146,Z37,Brahmanbaria,R370,SARAIL,BONTIV,G,"10,579","7,808"
147,Z37,Brahmanbaria,R370,SARAIL,BROMOXOL,G,513,"1,499"
148,Z37,Brahmanbaria,R370,SARAIL,CAFEDON,G,"13,868","14,618"
149,Z37,Brahmanbaria,R370,SARAIL,CANDINIL,G,"14,968","11,361"
150,Z37,Brahmanbaria,R370,SARAIL,CLONATRIL,G,"29,191",0
151,Z37,Brahmanbaria,R370,SARAIL,FELURIC,G,0,270
152,Z37,Brahmanbaria,R370,SARAIL,ORICEF,G,"277,371","190,219"
153,Z37,Brahmanbaria,R370,SARAIL,PALZEN,G,0,375
154,Z37,Brahmanbaria,R370,SARAIL,ROCIPRO,G,"2,519",945
155,Z37,Brahmanbaria,R370,SARAIL,SANTOGEN,G,"70,391","44,753"
156,Z37,Brahmanbaria,R370,SARAIL,SYNDOL,G,0,0
157,Z37,Brahmanbaria,R370,SARAIL,ZOVENTA,G,"22,489","13,043"
158,Z37,Brahmanbaria,R541,AKHAURA,ALCET,G,"215,439","229,907"
159,Z37,Brahmanbaria,R541,AKHAURA,BONTIV,G,"5,793","5,541"
160,Z37,Brahmanbaria,R541,AKHAURA,BROMOXOL,G,244,"1,417"
161,Z37,Brahmanbaria,R541,AKHAURA,CAFEDON,G,"6,372","4,873"
162,Z37,Brahmanbaria,R541,AKHAURA,ESITA,G,"29,985","31,634"
163,Z37,Brahmanbaria,R541,AKHAURA,FELURIC,G,540,"1,079"
164,Z37,Brahmanbaria,R541,AKHAURA,FUROTIL,G,"59,558","43,632"
165,Z37,Brahmanbaria,R541,AKHAURA,GEMICIN,G,0,0
166,Z37,Brahmanbaria,R541,AKHAURA,MYOREL,G,928,"1,490"
167,Z37,Brahmanbaria,R541,AKHAURA,NUTRILIVE,G,"1,837",0
168,Z37,Brahmanbaria,R541,AKHAURA,ROCAL,G,"46,972","58,434"
169,Z37,Brahmanbaria,R541,AKHAURA,ROCIPRO,G,"1,574",0
170,Z37,Brahmanbaria,R541,AKHAURA,STENER,G,"6,522","7,984"
171,Z37,Brahmanbaria,R541,AKHAURA,SYNDOL,G,0,0
172,Z37,Brahmanbaria,R541,AKHAURA,TERNILLA,G,"32,287","30,630"
173,Z37,Brahmanbaria,R541,AKHAURA,VASPINE,G,0,0
174,Z37,Brahmanbaria,R560,VIS-B.Baria,ALLET,V,"3,381","1,402"
175,Z37,Brahmanbaria,R560,VIS-B.Baria,ANDEP,V,"17,298","15,836"
176,Z37,Brahmanbaria,R560,VIS-B.Baria,ELVINA,V,"65,682","51,829"
177,Z37,Brahmanbaria,R560,VIS-B.Baria,EYEPHEN PLUS,V,"5,509","1,889"
178,Z37,Brahmanbaria,R560,VIS-B.Baria,MIREZ,V,"16,136","15,101"
179,Z37,Brahmanbaria,R560,VIS-B.Baria,NEPAFIX,V,"2,305","2,136"
180,Z37,Brahmanbaria,R560,VIS-B.Baria,NOCPRES,V,"2,024","8,433"
181,Z37,Brahmanbaria,R560,VIS-B.Baria,PULMOCARE INHALER,R,"31,237","31,432"
182,Z37,Brahmanbaria,R560,VIS-B.Baria,RIZAMIG,V,"18,362",0
183,Z37,Brahmanbaria,R560,VIS-B.Baria,TOLFORT,V,"7,646","2,474"
184,Z37,Brahmanbaria,R560,VIS-B.Baria,TR CARE EYE DROP,V,"33,809","28,243"
185,Z37,Brahmanbaria,R151,Brahmanbaria - B,AERON,G,"76,762","61,095"
186,Z37,Brahmanbaria,R151,Brahmanbaria - B,ANGENTA,G,"104,197","113,942"
187,Z37,Brahmanbaria,R151,Brahmanbaria - B,BROMOXOL,G,"2,504","2,437"
188,Z37,Brahmanbaria,R151,Brahmanbaria - B,CAFEDON,G,"3,748","1,124"
189,Z37,Brahmanbaria,R151,Brahmanbaria - B,FERISEN,G,"57,518","98,298"
190,Z37,Brahmanbaria,R151,Brahmanbaria - B,NAPRYN,G,"53,965","45,217"
191,Z37,Brahmanbaria,R151,Brahmanbaria - B,OPAL,G,"14,618","14,618"
192,Z37,Brahmanbaria,R151,Brahmanbaria - B,OXOFYLINE,G,"3,073","1,799"
193,Z37,Brahmanbaria,R151,Brahmanbaria - B,PRENAT,G,"15,742","13,718"
194,Z37,Brahmanbaria,R151,Brahmanbaria - B,REEF-D,G,"63,193","69,490"
195,Z37,Brahmanbaria,R151,Brahmanbaria - B,SANGRIL,G,"3,418","2,991"
196,Z37,Brahmanbaria,R151,Brahmanbaria - B,SYNDOL PLUS,G,0,0
197,Z37,Brahmanbaria,R151,Brahmanbaria - B,VASPINE,G,0,480
198,Z37,Brahmanbaria,R151,Brahmanbaria - B,ZEROPAIN,G,"15,143","9,131"
199,Z37,Brahmanbaria,R151,Brahmanbaria - B,ZYDUS,G,"15,952","23,928"
200,Z37,Brahmanbaria,R153,MADHOBPUR,ESITA,G,"43,478","43,853"
201,Z37,Brahmanbaria,R153,MADHOBPUR,OXAGON,G,0,0
202,Z37,Brahmanbaria,R153,MADHOBPUR,SERGEL,G,"3,300,712","2,527,338"
203,Z37,Brahmanbaria,R153,MADHOBPUR,ZOVENTA,G,"32,744","11,964"
204,Z37,Brahmanbaria,R155,Brahmanbaria - C,ABICON,G,"8,208","2,136"
205,Z37,Brahmanbaria,R155,Brahmanbaria - C,BONDROVA,G,"24,978","26,882"
206,Z37,Brahmanbaria,R155,Brahmanbaria - C,D-VINE,G,"5,112","5,937"
207,Z37,Brahmanbaria,R155,Brahmanbaria - C,FELURIC,G,"1,079",270
208,Z37,Brahmanbaria,R155,Brahmanbaria - C,FOSFOGEN,G,"2,624","2,624"
209,Z37,Brahmanbaria,R155,Brahmanbaria - C,FUROTIL,G,"49,026","36,867"
210,Z37,Brahmanbaria,R155,Brahmanbaria - C,HYALGUN,G,"4,453",0
211,Z37,Brahmanbaria,R155,Brahmanbaria - C,NOVEA,G,"2,451","3,351"
212,Z37,Brahmanbaria,R155,Brahmanbaria - C,ROCEF,G,"6,889","6,822"
213,Z37,Brahmanbaria,R155,Brahmanbaria - C,SYNFLEX,G,0,0
214,Z37,Brahmanbaria,R155,Brahmanbaria - C,VORIFAST,G,"48,276","38,681"
215,Z37,Brahmanbaria,R307,Brahmanbaria - A,AROXOL,G,"1,402","1,012"
216,Z37,Brahmanbaria,R307,Brahmanbaria - A,CLONATRIL,G,"40,165",0
217,Z37,Brahmanbaria,R307,Brahmanbaria - A,ESITA,G,"38,756","37,556"
218,Z37,Brahmanbaria,R307,Brahmanbaria - A,GEMICIN,G,0,0
219,Z37,Brahmanbaria,R307,Brahmanbaria - A,NUTRILIVE,G,"2,624","1,312"
220,Z37,Brahmanbaria,R307,Brahmanbaria - A,OXAGON,G,562,0
221,Z37,Brahmanbaria,R307,Brahmanbaria - A,PREGEL,G,0,562
222,Z37,Brahmanbaria,R307,Brahmanbaria - A,SOLIVO,G,"34,408","25,974"
223,Z37,Brahmanbaria,R307,Brahmanbaria - A,ZOVENTA,G,"40,660","40,750"
224,Z37,Brahmanbaria,R321,NABINAGAR,AROXOL,G,"5,528","5,700"
225,Z37,Brahmanbaria,R321,NABINAGAR,CLEOCIN,G,"2,351","1,904"
226,Z37,Brahmanbaria,R321,NABINAGAR,CLONATRIL,G,"31,574",0
227,Z37,Brahmanbaria,R321,NABINAGAR,GEMICIN,G,0,0
228,Z37,Brahmanbaria,R321,NABINAGAR,RENOVIT,G,"59,370","46,147"
229,Z37,Brahmanbaria,R321,NABINAGAR,SOLIVO,G,"37,578","38,411"
230,Z37,Brahmanbaria,R321,NABINAGAR,TERNILLA,G,"30,848","40,690"
231,Z37,Brahmanbaria,R324,KOSBA,ALINIX,G,"7,426","10,987"
232,Z37,Brahmanbaria,R324,KOSBA,CANDINIL,G,"20,609","20,869"
233,Z37,Brahmanbaria,R324,KOSBA,MYOREL,G,"2,603","1,524"
234,Z37,Brahmanbaria,R324,KOSBA,ORICEF,G,"247,798","283,443"
235,Z37,Brahmanbaria,R324,KOSBA,POGO,G,"77,059","51,498"
236,Z37,Brahmanbaria,R324,KOSBA,PRENAT,G,"23,928","23,838"
237,Z37,Brahmanbaria,R324,KOSBA,ROCAL,G,"112,218","119,455"
238,Z37,Brahmanbaria,R324,KOSBA,SANTOGEN,G,"74,439","64,094"
239,Z37,Brahmanbaria,R324,KOSBA,TERNILLA,G,"34,281","31,500"
240,Z37,Brahmanbaria,R370,SARAIL,ACTILAC,G,"2,249","3,748"
241,Z37,Brahmanbaria,R370,SARAIL,AERON,G,"94,828","83,059"
242,Z37,Brahmanbaria,R370,SARAIL,ALINIX,G,"10,586","12,580"
243,Z37,Brahmanbaria,R370,SARAIL,ANGENTA,G,"90,329","77,960"
244,Z37,Brahmanbaria,R370,SARAIL,AROXOL,G,"3,992","4,123"
245,Z37,Brahmanbaria,R370,SARAIL,BONDROVA,G,"8,816","8,816"
